url,reason,strategy,score,pmid,ref_text,pm_title
https://hinyan1016.hatenablog.com/entry/2025/12/23/144018,low_score,A_author_title,0.428,19614961,"Vanbellingen T, et al. TULIA (Test for Upper Limb Apraxia). 2009. Stroke Certifi",Comprehensive assessment of gesture production: a new test of upper limb apraxia
https://hinyan1016.hatenablog.com/entry/2025/12/23/144018,low_score,B_title_year,0.428,19614961,"Vanbellingen T, et al. TULIA (Test for Upper Limb Apraxia). 2009. Stroke Certifi",Comprehensive assessment of gesture production: a new test of upper limb apraxia
https://hinyan1016.hatenablog.com/entry/2025/12/23/144018,low_score,C_author_year,0.428,19614961,"Vanbellingen T, et al. TULIA (Test for Upper Limb Apraxia). 2009. Stroke Certifi",Comprehensive assessment of gesture production: a new test of upper limb apraxia
https://hinyan1016.hatenablog.com/entry/2025/12/23/144018,linked,A_author_title,1.0,22215235,"Dovern A, et al. Diagnosis and treatment of upper limb apraxia. 2012. Springer",Diagnosis and treatment of upper limb apraxia.
https://hinyan1016.hatenablog.com/entry/2025/12/23/144018,low_score,C_author_year,0.25,16920006,"Petreska B, et al. Apraxia. A review. 2007. EPFL",The perturbation theory model of a spherical oscillator in electric field and th
https://hinyan1016.hatenablog.com/entry/2026/01/17/093117,low_score,C_author_year,0.375,18062721,"Tomson T, et al. Levetiracetam kinetics in pregnancy. Epilepsia. 2007;48(5):1015",Management of epilepsy during pregnancy.
https://hinyan1016.hatenablog.com/entry/2026/01/17/093117,linked,A_author_title,1.0,27965183,"Landmark CJ, et al. Dosing strategies for antiepileptic drugs: from a standard dose for all to indiv",Dosing strategies for antiepileptic drugs: from a standard dose for all to individualised treatment 
https://hinyan1016.hatenablog.com/entry/2026/01/17/093117,linked,C_author_year,1.0,31782407,"Tomson T, et al. ILAE Commission Report: Management of Epilepsy in Pregnancy. Epilepsia. 2019;60(5):",Management of epilepsy in pregnancy: a report from the International League Against Epilepsy Task Fo
https://hinyan1016.hatenablog.com/entry/2026/01/17/093117,low_score,B2_title_short,0.156,11128232,"Ohman I, et al. Pharmacokinetics of lamotrigine and its glucuronide metabolite i",Clinical study of lamotrigine and valproic acid in patients with epilepsy: using
https://hinyan1016.hatenablog.com/entry/2026/01/17/093117,low_score,C_author_year,0.25,11989029,"Ohman I, et al. Pharmacokinetics of lamotrigine and its glucuronide metabolite i",[Transportation of patient with cranial trauma].
https://hinyan1016.hatenablog.com/entry/2025/08/14/094039,low_score,A_author_title,0.0,,"Castro D, Sharma S. Hypokalemia. StatPearls [Internet]. StatPearls Publishing; 2",
https://hinyan1016.hatenablog.com/entry/2025/08/14/094039,low_score,B_title_year,0.171,41502204,"Castro D, Sharma S. Hypokalemia. StatPearls [Internet]. StatPearls Publishing; 2",Conn Syndrome with Hyperthyroidism and Refractory Hypokalemia: A Case Report.
https://hinyan1016.hatenablog.com/entry/2025/08/14/094039,low_score,C_author_year,0.25,41990420,"Castro D, Sharma S. Hypokalemia. StatPearls [Internet]. StatPearls Publishing; 2",Use of an Integrative Genomics Approach to Identify Metastatic NSCLC Patients Be
https://hinyan1016.hatenablog.com/entry/2025/09/07/062616,low_score,B2_title_short,0.163,35735325,3. Japan Stroke Society. Guideline 2021 for the Treatment of Stroke [Revised 202,[Chilean clinical guideline for the management of hidradenitis suppurativa - exe
https://hinyan1016.hatenablog.com/entry/2025/09/07/062616,no_query,,,,"2. Kuroda S, et al. 『脳卒中治療ガイドライン2021〔改訂2025〕』発刊に寄せて. 脳卒中 2025; 47(4): ii-iv.",
https://hinyan1016.hatenablog.com/entry/2025/10/19/050931,low_score,B_title_year,0.3,36362696,International Recommendations for the Diagnosis and Management of ALD (Neurology,Diagnosis and Management of Functional Tic-Like Phenomena.
https://hinyan1016.hatenablog.com/entry/2025/10/19/050931,low_score,B2_title_short,0.145,39281845,International Recommendations for the Diagnosis and Management of ALD (Neurology,Developing consensus-based recommendations for the delivery of dementia services
https://hinyan1016.hatenablog.com/entry/2025/10/19/050931,low_score,C_author_year,0.25,36605105,International Recommendations for the Diagnosis and Management of ALD (Neurology,Retracted: Ferroptosis-Related lncRNA for the Establishment of Novel Prognostic 
https://hinyan1016.hatenablog.com/entry/2025/11/20/085409,linked,A_author_title,1.0,35029144,"Belsky DW, et al. DunedinPACE, a DNA methylation biomarker of the pace of aging. eLife. 2022.","DunedinPACE, a DNA methylation biomarker of the pace of aging."
https://hinyan1016.hatenablog.com/entry/2025/11/20/085409,linked,A_author_title,1.0,30669119,"Lu AT, et al. DNA methylation GrimAge strongly predicts lifespan and healthspan. Aging. 2019.",DNA methylation GrimAge strongly predicts lifespan and healthspan.
https://hinyan1016.hatenablog.com/entry/2025/11/20/085409,linked,A_author_title,1.0,24138928,Horvath S. DNA methylation age of human tissues and cell types. Genome Biol. 2013.,DNA methylation age of human tissues and cell types.
https://hinyan1016.hatenablog.com/entry/2026/02/12/102858,low_score,C_author_year,0.25,41138045,"Bosque Varela P, et al. 2025（脳炎との鑑別に関する記載）.",Efficacy of selective laser trabeculoplasty for elevated intraocular pressure in
https://hinyan1016.hatenablog.com/entry/2026/02/12/102858,low_score,C_author_year,0.15,38223827,"Kim TJ, et al. 2021 / Ohtomo S, et al. 2020（ASL-NCSE関連データの統合引用）.",Novel Cultivation of six-year-old Korean Ginseng (Panax ginseng) in pot: From No
https://hinyan1016.hatenablog.com/entry/2025/09/01/195249,linked,B_title_year,1.0,7737785,"Michiels JJ, Drenth JP, van Genderen PJ. Classification and diagnosis of erythromelalgia and eryther",Classification and diagnosis of erythromelalgia and erythermalgia.
https://hinyan1016.hatenablog.com/entry/2025/09/06/033840,low_score,C_author_year,0.312,20470354,"Davies JM, Thompson BS, et al. Massive post-dural puncture headache: Headache ou",Can a microarray implicate human genes in post-transplant lymphoproliferative di
https://hinyan1016.hatenablog.com/entry/2025/12/02/195649,linked,A_author_title,1.0,24727492,"Koka S, Aluri HS, Xi L, Lesnefsky EJ, Kukreja RC. Chronic inhibition of phosphodiesterase 5 with tad",Chronic inhibition of phosphodiesterase 5 with tadalafil attenuates mitochondrial dysfunction in typ
https://hinyan1016.hatenablog.com/entry/2025/12/02/195649,low_score,B2_title_short,0.211,40783875,"Jehle DVK, Sunesra R, Uddin H, et al. Study finds erectile dysfunction medicatio",[Influence of hypertension and antihypertensive drugs on erectile dysfunction an
https://hinyan1016.hatenablog.com/entry/2025/12/02/195649,low_score,C_author_year,0.286,39717614,"Jehle DVK, Sunesra R, Uddin H, et al. Study finds erectile dysfunction medicatio",Psychological telephone triage system for outpatient memory clinics - a way for 
https://hinyan1016.hatenablog.com/entry/2025/12/03/144424,linked,B_title_year,1.0,35598420,"Borda MG, Pérez-Zepeda MU, Jaramillo-Jimenez A, et al. Frailty in Parkinson's disease and its associ",Frailty in Parkinson's disease and its association with early dementia: A longitudinal study.
https://hinyan1016.hatenablog.com/entry/2025/12/03/144424,linked,B_title_year,1.0,39751989,"Sousa-Fraguas MC, Rodríguez-Fuentes G, Lastra-Barreira D, Conejo NM. Associations between frailty an",Associations between frailty and cognitive impairment in Parkinson´s disease: a cross-sectional stud
https://hinyan1016.hatenablog.com/entry/2025/12/22/082941,low_score,C_author_year,0.283,26835434,"Osorio RS, Gumb T, Pirraglia E, et al. CPAP Adherence May Slow 1-Year Cognitive ",Vaccination with DNA Encoding Truncated Enterohemorrhagic Escherichia coli (EHEC
https://hinyan1016.hatenablog.com/entry/2025/12/22/082941,low_score,B2_title_short,0.282,40553905,"Simmonds E, Levine KS, Han J, et al. Sleep disturbances as risk factors for neur",Sleep disorders and sleep medications as risk factors for dementia in kidney tra
https://hinyan1016.hatenablog.com/entry/2025/12/22/082941,low_score,C_author_year,0.25,41625326,"Simmonds E, Levine KS, Han J, et al. Sleep disturbances as risk factors for neur","Near, far, wherever you are: phenotype-related variation in pharmacogenomic effe"
https://hinyan1016.hatenablog.com/entry/2026/01/02/180628,linked,A_author_title,1.0,39057539,"Merino M, Tornero-Aguilera JF, Rubio-Zarapuz A, et al. Body perceptions and psychological well-being",Body Perceptions and Psychological Well-Being: A Review of the Impact of Social Media and Physical M
https://hinyan1016.hatenablog.com/entry/2026/01/02/180628,low_score,B_title_year,0.287,40833695,"Costantini I, Eley TC, Pingault JB, et al. Longitudinal associations between ado",Family Socioeconomic Position and Eating Disorder Symptoms Across Adolescence.
https://hinyan1016.hatenablog.com/entry/2026/01/02/180628,linked,B2_title_short,1.0,41461373,"Costantini I, Eley TC, Pingault JB, et al. Longitudinal associations between adolescent body dissati",Longitudinal Associations Between Adolescent Depressive Symptoms and Physical Teen Dating Victimizat
https://hinyan1016.hatenablog.com/entry/2026/03/05/183646,low_score,B2_title_short,0.386,41973251,Systematic review/meta-analysis of pediatric middle cranial fossa arachnoid cyst,The role of age and Galassi type in management and surgical outcomes of pediatri
https://hinyan1016.hatenablog.com/entry/2026/03/30/185536,low_score,B2_title_short,0.314,14622800,"Devor M, et al. Trigeminal neuralgia: the role of self-sustaining discharge in t",Defining the role for gabapentin in the treatment of trigeminal neuralgia: a ret
https://hinyan1016.hatenablog.com/entry/2026/03/30/185536,low_score,C_author_year,0.25,12879971,"Devor M, et al. Trigeminal neuralgia: the role of self-sustaining discharge in t",The great gate: control of sensory information flow to the cerebellum.
https://hinyan1016.hatenablog.com/entry/2026/04/14/200622,low_score,B_title_year,0.3,18360567,"Dyck PJ, Thomas PK (eds). Peripheral Neuropathy. 4th ed. Elsevier Saunders; 2005",Management of oxaliplatin-induced peripheral neuropathy.
https://hinyan1016.hatenablog.com/entry/2026/04/14/200622,low_score,C_author_year,0.25,16788240,"Dyck PJ, Thomas PK (eds). Peripheral Neuropathy. 4th ed. Elsevier Saunders; 2005","Lymphogranuloma venereum outbreak in men who have sex with men (MSM) in Belgium,"
https://hinyan1016.hatenablog.com/entry/2025/08/18/071851,linked,B_title_year,1.0,6139602,"Braude WM, Barnes TR, Gore SM. Propranolol in the treatment of neuroleptic-induced akathisia. Lancet",Neuroleptic-induced akathisia.
https://hinyan1016.hatenablog.com/entry/2025/08/19/213808,low_score,B2_title_short,0.142,29562325,"Practical Neurology 2018 - ASRA 2018, ESAIC 2022, ABN 2018, 日本区域麻酔ガイドライン2017",The 2018 European Heart Rhythm Association Practical Guide on the use of non-vit
https://hinyan1016.hatenablog.com/entry/2025/12/05/192933,linked,A_author_title,1.0,35532908,"Oki R, et al. Efficacy and Safety of Ultrahigh-Dose Methylcobalamin in Early-Stage Amyotrophic Later",Efficacy and Safety of Ultrahigh-Dose Methylcobalamin in Early-Stage Amyotrophic Lateral Sclerosis: 
https://hinyan1016.hatenablog.com/entry/2025/12/22/142408,low_score,C_author_year,0.25,38861568,Credit Suisse Global Investment Returns Yearbook 2024（1900-2024年の長期リターン統計）,The role of organisational- and country-level factors in the volume and public v
https://hinyan1016.hatenablog.com/entry/2026/04/03/214301,low_score,C_author_year,0.25,31942366,"Ropper AH, Samuels MA, Klein JP, Prasad S. Adams and Victor's Principles of Neur",Vascularized Iliac Bone Graft for Complex Closure During Spinal Deformity Surger
